199	0.20	이재명 정부가 시작된지 한 달이 안
2679	2.68	되어서 첫 번째 부동산 규제 정책이
4960	4.96	발표되었습니다. 발표만 한게 아니라
7040	7.04	오늘 6월 28일부터 바로 실행까지
9920	9.92	이미 된 상태에서 영상이 올라갑니다.
12320	12.32	28일 오늘부터 시작되는 부동산
14360	14.36	규제는 총 일곱 가지예요. 이걸
16600	16.60	하나하나 풀어서 설명드리기 전에 가장
19160	19.16	핵심부터 짚고 넘어갑니다. 이번 일곱
21279	21.28	가지 규제는 전부 다 대출
23560	23.56	규제입니다. 사실상 역대 최고 수준의
25640	25.64	대출 규제이며 문재인 정부 때보다도
28160	28.16	훨씬 강한 수준이에요. 다만 대출
30400	30.40	규제에 집중했고 세금 중과 등의 세금
33640	33.64	규제는 포함하지 않았습니다.이는
35480	35.48	이재명 대통령이 당선 전부터 이야기해
38120	38.12	오던 부분이긴 합니다. 둘째, 이번에
40000	40.00	걸리는 모든 규제는 수도권에만
42120	42.12	적용된다. 서울, 경기, 인천을
44520	44.52	제외한 다른 모든 지역들은 규제
46600	46.60	대상이 아니다. 이번 규제가 안
48360	48.36	걸린다. 세 번째 모든 규제는 문재인
50360	50.36	정부 때와 마찬가지로 주택에
52559	52.56	한정된다. 주택이 아닌 물건들, 뭐
54800	54.80	오피스텔, 상가, 근생 등등은 규제에
57239	57.24	걸리지 않는다.네 번째. 지난
59039	59.04	영상에서 말씀드렸듯이 유동성은 앞으로
61039	61.04	코로나 때만큼 풀릴 수 있기 때문에
63800	63.80	그 돈이 어딘가로는 갈 텐데 이번에
65960	65.96	규제 일곱 개 때려맞는 곳들은
67640	67.64	지금까지 엄청나게 올라왔던 친구들이고
70200	70.20	엄청나게 올라오는 친구들을 때리면 그
72640	72.64	친구들이 아닌 다른 곳으로 그 돈이
74560	74.56	옮겨가는 걸 우리는 문재인 정부 때
76560	76.56	경험한 적이 많죠. 즉 2번과 3번에
79439	79.44	의한 풍선 효과는 반드시 발생한다.
81880	81.88	어떤 지역 어떤 물건의 풍선 효과가
83759	83.76	발생할지 생각해 봐야겠죠. 다섯 번째
86439	86.44	규제를 지금 거는 정부가 잘했네
88560	88.56	못했네 이런 바보 같은 정치 싸움
90920	90.92	하면서 본인에게 쌀 한 털도 안 주는
93000	93.00	정치인 때문에 시간과 감정 소모하지
95439	95.44	말고요. 변화가 생겼잖아요, 지금.
97280	97.28	그 변화는 항상 기회가 되니 이번에도
99960	99.96	기회로 만들 생각을 하자. 댓글에서
102320	102.32	싸우지 말고 제발 기회로
103880	103.88	만들자고요.이 다섯 가지 먼저
105640	105.64	기억하시고 일곱 가지 규제가 어떤
108200	108.20	것들이 걸리는지 차근차근 하나씩
110240	110.24	설명해 드릴게요.
114620	114.62	[음악]
122360	122.36	네. 자, 안녕하세요. 모부입니다.
123520	123.52	28일 오늘부터 시작되는 부동산
125560	125.56	규제는 총 일곱 가지예요. 뭐 누구는
127439	127.44	여덟 가지, 아홉 가지로 정리할 수도
128759	128.76	있는데 저는 일곱 가지라고 정리를
130479	130.48	했고이 일곱 가지 중에 아주 중요한
132280	132.28	건 1 2 3 4번입니다. 1, 2,
133920	133.92	3, 4번을 잘 분석해 보면 어떤
135760	135.76	결론을 낼 수 있어요. 앞으로 내
137599	137.60	돈을 어떻게 해야 할지에 대한 답도
139440	139.44	어느 정도 우리가 찾아볼 수 있죠.
141200	141.20	1번부터 볼게요. 첫 번째 규제는
142920	142.92	수도권 주담대 한도 6억 원
144720	144.72	제한입니다. 뉴스에서 많이 보셨죠?
146760	146.76	수도권만이에요. 비수도권은 규제
148560	148.56	없어요. 아까 키포인트에서 미리
150040	150.04	말씀드렸죠. 앞으로 설명할 일곱 가지
152120	152.12	전부 다 서울 경기 인천만 걸립니다.
154959	154.96	그중 첫 번째가 이제 주담대 한두가
156680	156.68	6억이라는 건데 이런 식의 규제는
158840	158.84	처음이죠. 집값을 기준으로 해서
161640	161.64	15억 원을 초과하면 주담대를 뭐
163920	163.92	아예 안 되게 하고 뭐 9억
165360	165.36	이상부터는 LTB를 20%만 해 주고
167720	167.72	했었던 문재인 정부의 정책이 있었는데
170040	170.04	대출 액수를 그냥 6억으로 제안을 해
171959	171.96	버렸어요. 수도권에 있으면 6억 이상
174080	174.08	대출을 받을 수가 없다. 규제 지역
175840	175.84	강남 서초 성파 용산 같은 경우엔
178280	178.28	14억 5천만 원짜리 집을 살 때
181360	181.36	6억까지 대출을 받을 수 있었어요.
183599	183.60	뭐 20억 30억짜리 집을 살 때는
185440	185.44	더 많은 대출을 받을 수 있었죠.데
187519	187.52	오늘부터는 20억, 30억, 40억,
189440	189.44	50억짜리 집을 사도 대출 한돈는
191680	191.68	6억까지다라는 겁니다. 초고가 주택들
194840	194.84	뭐 30억, 40억짜리 주택들을 배출
197599	197.60	좀 많이 끼고 사려고 했던 입장에서는
200000	200.00	대출이 6억까지 밖에 안 나오면
201400	201.40	계획의 차질이 생길 수밖에 없겠죠.
203080	203.08	반대로 규제 지역에 14억 5천만
204640	204.64	원짜리 미만 강남 소초 송파 용산에도
206760	206.76	14억 5천만 원이 안 되는 집들이
208000	208.00	있을 거 아니에요. 뭐 13억짜리 집
209480	209.48	같은 경우에는 이번 규제가 걸리나 안
211439	211.44	걸리나 대출 받는 건 똑같은 거예요.
213239	213.24	비규제 지역 강동구나 뭐 경기도 같은
215239	215.24	경우에는 8억 6천만 원이 안 되는
217280	217.28	집 같은 경우에는 규제 전이나 후나
219360	219.36	대출 받는 건 똑같아요. 일단은
221120	221.12	상대적으로이 금액들을 넘어가는
223439	223.44	주택들에 대한 수요가 어쩔 수 없이
225879	225.88	전보다 못 할 수 있고이 금액 안에
228120	228.12	들어오는 주택들의 수요는 특히이
230280	230.28	커트라인에 관심이 걸리는 애들 딱
231920	231.92	14억 뭐 딱 8억 5천이 정도에
233920	233.92	걸리는 친구들은 오히려 또 수요가
235760	235.76	조금 많아질 수도 있는 그런 건 뭐
237599	237.60	쉽게 보이시죠.
241920	241.92	두 번째 규제는 수도권 주담대시
244200	244.20	실거주 의무예요. 그 내가 주택 담보
246480	246.48	대출에 한도도 6억이지만 그 6억이든
249159	249.16	5억이든 네가 주담대를 받았잖아.
251040	251.04	수도권에 그럼 더 실거주 해야 돼.
253000	253.00	6개월 시간을 줄게. 6개월 내
254519	254.52	실거주라는 거는 그냥 바로 실거하라는
256199	256.20	얘기죠. 즉 갭투자하면서 대출받을
258759	258.76	생각하지 마. 이게 이제네 번째
260320	260.32	규제랑도 다 이어지는데 자 2 3
262320	262.32	4번 규제를 한 번에 좀 볼 필요가
264160	264.16	있어요. 4번이 뭔지 볼게요. 수도권
265880	265.88	전세대출 소유권 이전 전세 대출
268000	268.00	금지. 어려운 얘긴데 일단 이게 무슨
269560	269.56	소리냐? 대출 끼면서 집사는 거
271199	271.20	금지한다는 건 개투자를 금지한다는
273080	273.08	건가요? 그 말은 또 아닙니다.
274560	274.56	정확히는 볼게요. 예를 들어서
276160	276.16	강동구의 고덕 그라시움을 내가 보고
277840	277.84	있다. 살려고.이 매물을 보다 보면
279840	279.84	여기 보시면이 매물은 귀한 입주 매매
282560	282.56	이렇게 적혀 있는 매물은 뭐냐면은
283960	283.96	여기에 세입자가 없다는 뜻이에요.
285240	285.24	집주인이 그냥 살다가 하는 거다.
287520	287.52	매수자가 이걸 사면 들어와 살 수
289360	289.36	있다. 입주를 할 수 있다라는 뜻이
291080	291.08	입주 매매죠. 반대로 밑에 있는 요런
293199	293.20	거를 보면 막힘없는뷰 갭투자 아니면
296000	296.00	이제 세 안고 이렇게 써 있는 경우가
297520	297.52	있어요. 그죠? 세양고 같은
298960	298.96	매물이에요. 이건 이제 새가 들어와
300600	300.60	있다. 새 입자가 들어와 있다.
301919	301.92	여기에 기보증금이 얼마인지, 전세금이
304759	304.76	얼마가 들어와 있는지 적혀 있는
306479	306.48	경우도 있는데 안 적혀 있네요.이
308039	308.04	세한고라고 적혀 있는 거는 당신이
310120	310.12	입주를 할 수는 없다. 세입자가 지금
311759	311.76	들어와 살고 있으니까 당신은 갭투자만
313919	313.92	할 수 있다를 적어 놓은 거예요.
315479	315.48	그래서 원래 보통은이 입주 매매가 더
317919	317.92	인기가 조금 더 많은 편이에요.
319199	319.20	왜냐면은 입주 매매는 매수자가 그냥
321000	321.00	직접 입주할 수도 있고 생각해 보니까
322639	322.64	그냥 세 입자를 구할까라고 해서 지금
324560	324.56	여기 아무도 안 살고 있으니까 세
326160	326.16	입자를 구해서 전세를 맞춰서 들어올
328560	328.56	수 있는 거예요. 그니까이 입 이주
329759	329.76	매매 물건은 직접 매수자가 입주하든
332240	332.24	세입자를 구해서 갭투자를 하든 선택할
334160	334.16	수가 있는데 이게 세안고라고 적혀
336120	336.12	있는 물건은 입주는 할 수 없고
338160	338.16	갭투자만 할 수 있는 물건이잖아요.
339759	339.76	그 둘 다 선택권이 있는 입주물이 더
342280	342.28	인지가 조금 더 많을 수밖에 없겠죠.
343960	343.96	그런데이네 번째 규제 내용이 바로
345960	345.96	대출 끼면서 집사하는 걸 금지한다.
348000	348.00	방금 제가 말씀드렸죠. 입주물은
349479	349.48	전세를 끼면서 매수할 수도 있다고.
351319	351.32	이게 23억이잖아요. 전세금은 그냥
353360	353.36	한 11억이라고 가정을 할게요. 그럼
354960	354.96	내가 23억이니까
357360	357.36	일단은 여기 세입자는 안 들어가
358520	358.52	있지만 이걸 내가 매수 계약을 해
360280	360.28	놓고 잔금 치료 때까지 전세 세입자
362319	362.32	구합니다. 그 공급을 올리는 거예요.
363880	363.88	그래서 11억에 들어올 사람을 구해
365440	365.44	가지고 세입자의 11억과 내 돈
368039	368.04	12억을 합쳐서 매도자한테 23억을
370960	370.96	주고 집을 사는 거죠. 그럼이
372400	372.40	11억의 전세를 구할 때 이입자가
375880	375.88	보통 11억을 현금으로 다내는 사람은
378199	378.20	많지 않고 전세 대출 한도가 보통
379880	379.88	5억이니까 3억이든 4억이든 5억이든
382000	382.00	대출을 받을 가능성이 크죠. 전세
384199	384.20	대출을 이거 매수자가 대출받는게
385759	385.76	아니고 내가 구한 세입자가 대출을
388440	388.44	받아서이 사람도 자기 돈 6억 전세
391280	391.28	대출 5억을 해서 11억을 만들어서
394280	394.28	나는 그걸 받아서 내 12억이랑
396479	396.48	합쳐서 23억을 지부를 하려고 했는데
399720	399.72	그 4번 규제가 그걸 못하게 하는
401160	401.16	겁니다. 이해되세요? 그러니까 네가
402840	402.84	갭투자는 해도 괜찮아. 갭투자 하는
404560	404.56	걸 막는 건 아니야. 갭투자 자체는
406440	406.44	가능해. 아까 보신 그 물건 새안고.
408440	408.44	그런 물건을 그냥 전 세입자가 이미
410479	410.48	있는 상태에서 사는 건 괜찮아.
412639	412.64	그런데 입주 물건을 비어 있는 물건을
415319	415.32	세입자를 구하면서 네가 매수하는 거
418039	418.04	그때는 전세 대출을 안 해 줄 거야.
420520	420.52	그렇게 세입자를 구하면서 네가 매수할
423400	423.40	때는 그 세입자를 어떤 사람 구해야
424840	424.84	되냐면은 대출 안 받고 현금으로
426800	426.80	전세금을 다 낼 수 있는 세입자를
429080	429.08	구해야만 너는 그 집을 전세 껴서 살
431520	431.52	수 있어. 복잡하죠? 그런 규제를
433319	433.32	하는 겁니다. 자, 간출이면 전세
435120	435.12	맞추면서 갭 투자하는 건 안 돼.
437479	437.48	네가 전세를 맞추면서 투자하는 건 안
439240	439.24	되고 이미 전세가 맞춰 세팅이 되어
441479	441.48	있는 걸 하는 거는 괜찮아. 요렇게
443240	443.24	구분하시면 돼요.이 4번은. 그래서
444720	444.72	사실은이 2번 3번 같은 경우는 내가
448000	448.00	개투자를 하는 사람이 대출을 받는다는
450759	450.76	걸 금지하는 거라서 사실 개투자하면서
452599	452.60	대출 받는 사람은 별로 없잖아요.
454039	454.04	본인이.이 2번 3번은 이렇게
455400	455.40	강력하진 않아요. 그냥 갭투자로 추가
