160	0.16	즉 아직까지는 서울에 웬만한 아파트나
2800	2.80	아니 심지어 경기도의 신축을 팔면
5240	5.24	강남으로 갈아타기를 충분히 하는
7480	7.48	시대라는 겁니다. 아직까지는요.
9240	9.24	마음만 먹으면 강남 진입이 가능한
11240	11.24	분들이 많다는 거예요. 하지만 과연
12960	12.96	10년 후에도 서울 외곽 경기도
15000	15.00	아파트를 팔아서 강남에 들어갈 수
17039	17.04	있을까요? 너무 늦기 전에 여러분들이
19160	19.16	잘 한번 생각해 보셔야 할 문제이긴
20920	20.92	합니다. 갈 수 있을 때 계가 있을
22720	22.72	때 중심부로 가야 하는게 아닐까?
28030	28.03	[음악]
35480	35.48	대한민국의 부자 동네가 어디예요라는
37360	37.36	질문을 받는다면 여러분 대부분 아마
39079	39.08	강남 아닌가요라고 대답을 하시겠죠.이
41320	41.32	이 강남이라는 단어는 보통은
43520	43.52	강남구라는
45360	45.36	행정구역 하나를 의미하기보다는 강남구
48160	48.16	서초구 송파구 강남 3구의 앞부정부터
52120	52.12	잠원 반포동 방배 서초 대치동 도곡
55600	55.60	개포 오른쪽으로 잠실 정도까지를
58399	58.40	의미하는 경우가 많은데이 지역들은
60199	60.20	보통 함께 묶여서 강남이라는 한
62440	62.44	단어로 불리지만 사실 각 세부
64559	64.56	지역별로 매우 다른 특징을 가지는
66479	66.48	것은 물론 가격도 한 평당 2억
68560	68.56	대부터 평당 4천만 원대까지 아주
70840	70.84	아주 다양해요. 강남이라고 하면
72240	72.24	보통당 1억 2억 가는데 생각하시는데
75040	75.04	생각보다 많은 곳들이 서울 외곽이나
77200	77.20	경기도 수준의 집값신 곳이 많다는
79600	79.60	거죠. 즉 아직까지는 서울에 웬만한
81960	81.96	아파트나 아니 심지어 경기도의 신축을
84600	84.60	팔면 강남으로 갈아타기를 충분히 하는
87439	87.44	시대라는 겁니다. 아직까지는요.
89320	89.32	마음만 먹으면 강남 진입이 가능한
91360	91.36	분들이 많다는 거예요. 하지만 과연
93079	93.08	10년 후에도 서울 외곽 경기도
95119	95.12	아파트를 팔아서 강남에 들어갈 수
97159	97.16	있을까요? 일본 도쿄를 보면 우리의
99159	99.16	경기도에 해당하는 도쿄 외곽은 빈집이
101600	101.60	넘쳐나요. 그럼에도 불구하고 도쿄
103439	103.44	중심부는 평당 3억을 넘어가는 집들이
106320	106.32	질비하죠. 우리가 반드시 일본과
108360	108.36	똑같아지진 않겠지만 그래도 너무 늦기
110920	110.92	전에 여러분들이 잘 한번 생각해
112759	112.76	보셔야 할 문제이긴 합니다. 갈 수
114479	114.48	있을 때, 계가 있을 때 중심부로
116560	116.56	가야 하는게 아닐까?
121320	121.32	언국에서 가장 저평가 되어 있는
123119	123.12	지역은 다름 아닌 강남이다. 이게
125200	125.20	대체 뭐 소리냐? 아니 이게
127200	127.20	저평가야? 이게 저평가라고? 이게
129039	129.04	어제 말해도 청담 르엘 34평 55억
131360	131.36	찍었는데 이게 저평가라고? 자 일단
133360	133.36	강남에서 최상 급지로 대상을 바꿔
136360	136.36	볼게요. 대한민국의 최상 급지는 다뜰
138680	138.68	아마 이렇게 생각하실 겁니다. 강남
141040	141.04	3구에 용산구를 더해서 서울 4구이네
