199	0.20	이제 지금 방송을 보시는 분들
1560	1.56	중에서는 이런 얘기를 들으신 분들이
3320	3.32	많을 겁니다 오피스텔은 난 애초 투자
5319	5.32	대상으로 고려해 본 적이 없는데
6839	6.84	왜냐면은 되게 많은 사람들이 특히 뭐
9280	9.28	또 어르신들은 더 그렇고 오피스텔
11120	11.12	얘기만 하면 뭐라 그래요 바보야 너
13719	13.72	부동산을 모르는구나 부동산의 부자도
15639	15.64	모르는 놈이 부동산을 한다고 야이
17160	17.16	부이아 오피스텔은 투자를 하는게
19359	19.36	아니에요 투자는 아파트에 해야지
21600	21.60	오피스텔 하는 거 아니야라고 이제
23599	23.60	하시는 분들이 워낙 많아요 주변에
25080	25.08	여러분들도 아마 친구분들이나 주변에
27439	27.44	나름대로 집을 가지고 계신 분들한테게
29240	29.24	물어보면은 이 오피 살려고 하는데
31000	31.00	어때 하면은 뭔지 보지도 않고
32960	32.96	오피스텔은 투자하는 거 아니야라고 딱
34960	34.96	잘라서 얘기하고 그냥 끝내 버리 경가
37040	37.04	많죠 그러다 보니까 오피스텔을 뭐
39399	39.40	투자를 하나라고 생각하시는 분들도
41520	41.52	있는데 정말 그럴까 오피스텔은
43600	43.60	투자하는게 아닌가에 대한 얘기를 먼저
45559	45.56	한번 해 볼게요 자 요걸 한번 보면
48320	48.32	2020년이 중반부터 2022년
50960	50.96	중반까지 그러니까 집값 상승기
52480	52.48	중에서도 최대 상승기에이 집가 변화를
55039	55.04	우리가 재본 건데이가 냐면 수원
56559	56.56	광교의 대장 아파트고 클래스라고
58600	58.60	우리가 보면 이제 2020년 중반부터
61320	61.32	2년간 한 55% 정도 상승합니다
64080	64.08	11억 6천짜리 18억으로 돼서
66080	66.08	55% 상승률을 보여져요 2년 동안
68680	68.68	잘 비교해 볼게요 똑같은 단지예요이
70600	70.60	광교 호수 공원
72880	72.88	원천호수이 호수와 신분당선 사이에
75479	75.48	있는데 여기에 잘 보시면은 왜
77880	77.88	아파트도 있지만 그 같은 단지 내에이
80200	80.20	오피스텔도 있어요 어이 오피스텔은
83079	83.08	보니까 78% 같은 기간 동안 상승을
86280	86.28	해요 둘이 같은 단지인데 같은 단지
88280	88.28	안에 있는 아파트는 55 프
90240	90.24	오피스텔은 78% 상승을 합니다데
92759	92.76	볼까요 같은 광교의 광교 더 샵이라고
94920	94.92	있어요 광교 수공은 아래쪽이 여기는
96840	96.84	같은 기간 동안 아파트가 30%
99200	99.20	상승합니다 대략 대략 30% 상승할
101320	101.32	동안에 어 오피스텔은 68% 정도
104479	104.48	상승을 합니다 여러분이이 시기에 이런
106920	106.92	식으로 아파트와 오피스텔이 같이 있는
109439	109.44	곳들 있죠 한 단지 내에 같은 필지
111640	111.64	내에 아파트도 있고 오피스텔도 있는
113920	113.92	경우를 다른 지역 많아요 미래도 있고
116880	116.88	뭐 일산 롱탄 많습니다 특히 신도시에
119840	119.84	많은데 이런 것들을이 기간에 한번 잘
122119	122.12	조회해 보시면은 상승률이 거의 두 배
124360	124.36	정도 차이가납니다 거의 그 오피스텔이
126840	126.84	아파트에 비해서 한 두 배 가까이
